Release_Year,Budget,Box_Office,Runtime,IMDB_Rating,Critic_Reviews,Audience_Reviews,Hit_Or_Flop,Tomatometer,Genre_Comedy,Genre_Drama,Genre_Horror,Genre_Romance,Genre_Sci-Fi,Genre_Thriller,Language_French,Language_German,Language_Hindi,Language_Japanese,Language_Mandarin,Language_Spanish,Release_Month_Aug,Release_Month_Dec,Release_Month_Feb,Release_Month_Jan,Release_Month_Jul,Release_Month_Jun,Release_Month_Mar,Release_Month_May,Release_Month_Nov,Release_Month_Oct,Release_Month_Sep
1998,67.416,70.56,97.0,2.84,1.9,7.5,0,73,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2014,269.086,382.463,161.0,3.03,4.8,7.7,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2022,89.076,391.249,144.0,9.25,6.4,6.1,1,74,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1999,98.082,181.545,151.0,1.75,6.5,8.3,1,22,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,218.055,379.891,157.0,4.96,5.2,6.4,1,6,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,272.93,154.386,156.0,1.95,5.7,5.9,0,48,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2002,274.753,216.744,174.0,4.65,7.1,0.8,0,73,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1993,36.354,11.33,114.0,4.22,3.4,5.8,0,50,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023,152.228,308.804,133.0,4.74,2.4,3.2,1,37,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004,122.84,329.303,160.0,7.41,3.6,8.7,1,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022,16.197,105.359,94.0,3.57,1.0,8.6,1,33,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1994,149.10649999999998,301.614,141.0,8.46,3.4,2.3,1,17,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2011,266.123,30.412,167.0,6.26,7.3,5.2,0,69,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1998,5.542,245.44,131.0,7.32,2.0,0.5,1,33,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1990,43.972,31.663,138.0,8.82,0.0,9.6,0,74,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2016,63.585,16.285,177.0,5.5,7.5,4.5,0,21,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,49.787,400.808,84.0,1.38,9.6,6.9,1,23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2015,149.10649999999998,153.855,160.0,1.35,5.3,4.5,1,68,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,165.459,158.388,154.0,1.97,9.6,4.2,0,83,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2004,149.10649999999998,498.104,142.0,9.18,3.3,5.2,1,43,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2014,265.843,11.208,123.0,5.87,0.1,5.0,0,31,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1996,269.673,62.225,99.0,6.48,8.9,2.0,0,60,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2012,34.835,460.567,122.0,9.56,5.2,9.8,1,99,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,199.745,320.491,103.0,8.89,9.0,2.9,1,81,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,149.10649999999998,69.109,119.0,5.39,7.2,1.0,1,45,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1999,196.479,230.37,170.0,5.61,6.4,1.9,1,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2002,46.753,242.921,131.0,2.87,4.8,5.4,1,40,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2000,282.563,444.892,107.0,7.32,5.0,1.0,1,24,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1992,203.784,401.306,162.0,5.99,3.2,7.3,1,95,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1997,39.049,316.797,150.0,3.95,8.6,0.4,1,73,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1994,68.895,80.827,131.0,4.79,8.9,5.7,1,32,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2011,146.012,108.934,128.0,6.71,3.1,9.7,0,27,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,196.668,414.628,131.0,3.56,1.0,5.2,1,58,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024,66.378,141.334,80.0,6.18,8.5,2.9,1,89,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2003,282.792,291.387,150.0,9.36,0.4,6.9,1,53,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1997,253.822,53.569,177.0,9.32,8.8,2.8,0,61,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2003,18.274,130.596,122.0,9.22,4.6,7.4,1,88,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1994,70.315,155.456,167.0,4.4,2.3,4.8,1,29,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2016,137.264,60.605,111.0,6.28,3.4,9.1,0,67,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2005,217.557,79.415,121.0,6.35,1.2,7.7,0,41,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2014,161.45,313.444,178.0,9.1,10.0,6.0,1,65,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2009,33.256,288.604,108.0,3.23,2.6,6.8,1,66,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,81.933,4.945,134.0,3.03,2.4,5.9,0,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2002,41.973,50.424,172.0,4.96,6.9,2.1,1,100,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2012,270.65,13.691,85.0,8.78,9.1,5.5,0,75,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2006,140.286,46.09,131.0,6.05,0.4,0.4,0,18,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2009,15.936,28.011,145.0,9.93,7.7,1.4,1,71,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2017,81.234,82.054,85.0,7.76,4.6,8.8,1,26,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1995,56.15,181.453,149.0,1.74,1.3,9.9,1,48,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1992,67.673,290.99,86.0,6.79,5.9,5.2,1,5,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,228.298,345.305,94.0,2.86,8.9,3.2,1,13,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2016,149.10649999999998,490.906,177.0,2.89,1.8,8.2,1,85,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2008,42.216,407.496,127.0,7.92,6.6,4.6,1,66,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2019,83.518,306.63,94.0,6.2,7.2,6.4,1,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1995,117.745,316.848,131.0,8.24,5.1,3.2,1,52,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1995,247.668,232.413,171.0,8.48,7.1,9.5,0,33,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2018,78.914,447.274,130.0,9.02,7.8,4.0,1,78,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2009,146.444,312.394,118.0,1.2,6.1,9.0,1,99,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1992,91.93,35.598,102.0,2.23,2.1,4.7,0,91,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2022,60.995,346.265,171.0,2.53,6.5,7.0,1,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2002,149.10649999999998,214.688,159.0,1.12,0.7,9.3,1,12,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015,174.764,30.005,102.0,3.61,4.6,9.4,0,33,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2023,182.114,194.578,81.0,4.73,8.8,1.6,1,86,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2018,61.285,351.127,173.0,8.06,4.2,3.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000,217.225,427.655,140.0,9.69,6.8,7.8,1,66,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1996,9.646,8.077,86.0,4.66,3.1,9.2,0,56,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2009,5.016,88.236,130.0,6.36,10.0,0.1,1,39,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1992,171.768,410.158,139.0,1.8,5.0,1.2,1,64,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2010,149.10649999999998,11.724,119.0,2.35,4.7,6.5,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022,149.10649999999998,31.722,170.0,1.22,0.5,7.7,0,21,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2018,245.415,346.844,94.0,7.7,9.8,2.5,1,78,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1996,72.069,114.037,169.0,2.53,1.6,7.2,1,16,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2023,102.557,77.683,88.0,2.3,5.7,5.1,0,47,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,280.767,109.027,97.0,7.77,9.9,0.2,0,61,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,98.668,486.467,165.0,6.93,8.1,2.5,1,84,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1990,137.787,463.379,95.0,2.66,1.5,3.3,1,18,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1993,294.973,216.291,131.0,9.89,5.8,8.6,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1990,270.988,119.252,152.0,1.19,8.0,8.1,0,52,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,149.10649999999998,316.242,136.0,7.12,3.1,4.3,1,73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,128.551,121.4,144.0,7.62,5.6,7.5,0,40,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004,196.702,490.403,88.0,5.42,8.3,3.5,1,63,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2023,90.105,309.623,109.0,2.41,0.0,7.6,1,86,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2001,175.082,461.862,100.0,6.97,4.9,6.9,1,83,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1997,176.52,410.469,151.0,9.06,6.0,2.6,1,76,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2003,287.9,414.443,178.0,2.22,4.0,2.6,1,95,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1992,56.542,128.521,143.0,1.93,2.5,9.3,1,84,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2002,133.207,36.902,141.0,1.07,2.4,4.0,0,42,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004,169.649,20.838,111.0,8.26,0.8,1.3,0,89,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2005,85.002,38.428,159.0,7.06,3.9,9.3,0,74,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2012,118.277,35.298,144.0,9.91,1.5,4.9,0,37,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2011,94.457,497.159,127.0,1.02,8.5,5.2,1,21,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2010,177.78,8.05,138.0,7.8,0.3,4.4,0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
2018,149.10649999999998,216.53,136.0,8.4,4.8,5.0,0,38,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024,155.709,464.192,95.0,3.83,1.3,3.6,1,91,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2012,245.983,37.569,81.0,4.41,7.8,5.3,0,7,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1999,163.523,171.243,84.0,8.03,4.0,4.8,1,8,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1997,7.623,266.437,144.0,5.34,6.4,8.7,1,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1993,225.854,482.064,136.0,2.25,5.2,1.0,1,25,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2024,8.229,31.274,121.0,4.59,3.0,0.7,1,69,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2009,39.245,361.03,109.0,5.09,9.8,4.3,0,11,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1993,149.195,295.886,86.0,7.44,2.1,3.3,1,22,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,195.253,37.598,117.0,7.17,1.7,7.6,0,70,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2015,117.644,38.95,176.0,8.47,3.4,4.9,0,66,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2011,144.651,126.166,140.0,5.12,1.9,2.7,0,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2007,155.917,405.588,131.0,8.51,3.8,0.8,1,79,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2011,275.936,69.542,146.0,3.87,3.5,5.8,0,55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1997,124.876,743.4399999999999,179.0,2.2,9.1,7.2,0,14,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1995,104.968,9.531,175.0,2.88,4.9,4.2,0,38,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1990,149.10649999999998,888.07,99.0,8.72,5.1,4.9,1,43,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,151.6,420.451,134.0,4.79,8.5,5.8,1,17,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2003,298.995,342.973,99.0,2.83,7.1,7.1,1,69,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
2017,109.324,353.751,116.0,2.4,9.2,9.4,1,58,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1994,20.447,118.305,131.0,6.68,1.3,4.3,1,37,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1995,37.418,229.479,135.0,7.82,0.2,4.0,1,72,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2023,61.522,309.833,81.0,2.38,2.3,3.8,1,76,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2007,32.232,407.953,151.0,3.31,5.4,2.3,1,5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2000,149.10649999999998,484.165,82.0,2.66,4.7,4.2,1,80,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2002,220.46,187.886,102.0,9.58,3.3,9.6,0,64,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2010,289.709,371.16,174.0,3.46,0.8,5.6,1,24,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1995,223.43,358.075,88.0,2.24,8.8,6.1,1,44,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2017,121.308,74.275,94.0,7.55,5.9,4.6,0,34,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1998,171.434,20.294,180.0,3.35,5.5,7.8,0,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,54.679,425.46,114.0,3.51,5.4,8.5,1,30,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2023,253.92,129.471,144.0,7.5,9.9,3.2,0,8,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019,196.033,353.934,131.0,1.56,3.9,5.0,1,92,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,49.495,186.938,111.0,3.86,7.4,0.5,1,18,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,228.098,371.5100000000001,103.0,4.91,6.5,4.7,0,90,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2001,149.10649999999998,164.20000000000002,125.0,5.13,0.9,3.5,0,50,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2009,246.36,302.025,131.0,2.68,4.9,9.7,1,38,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2004,152.232,75.599,126.0,2.68,8.5,9.0,0,85,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2006,243.41,163.301,152.0,3.99,3.0,6.5,0,28,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,230.584,356.58,117.0,1.69,2.7,7.4,1,75,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2021,245.484,22.203,147.0,8.76,5.8,8.1,0,36,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016,139.64,155.565,131.0,4.11,5.0,3.1,1,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2014,230.942,56.136,116.0,8.96,9.2,3.5,0,8,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2005,209.045,12.419,151.0,4.54,9.4,0.5,0,3,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2002,149.10649999999998,364.16,90.0,8.32,3.0,4.7,1,56,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1995,177.969,435.288,92.0,7.92,3.1,5.4,1,97,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,149.10649999999998,100.143,88.0,7.04,8.1,2.9,0,99,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1993,186.622,340.353,84.0,1.61,4.0,8.3,1,23,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004,60.504,224.811,167.0,7.72,3.6,5.8,1,46,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2014,230.068,75.063,131.0,2.41,10.0,6.0,0,73,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1992,170.336,423.111,97.0,8.62,6.0,7.7,1,69,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1997,206.216,243.135,101.0,8.08,6.6,9.9,1,51,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1997,296.972,332.651,157.0,2.81,6.3,3.2,1,28,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2019,8.081,21.212,120.0,7.18,4.8,6.7,1,10,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1995,201.016,180.544,180.0,1.21,9.8,5.2,0,86,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2004,89.633,460.206,141.0,2.95,9.4,3.5,1,73,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2002,174.251,413.942,168.0,7.28,6.5,7.6,1,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2014,163.484,23.739,159.0,4.23,3.3,0.8,0,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,35.86,25.151,102.0,6.34,5.6,5.2,0,86,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,76.599,112.591,111.0,7.15,9.5,6.4,1,91,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2001,143.294,135.569,157.0,3.69,8.4,4.4,0,61,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2016,20.829,301.106,131.0,2.53,3.1,3.4,1,30,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1997,99.638,2.559,112.0,8.56,1.9,4.6,0,22,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2015,180.731,295.221,130.0,2.64,8.1,1.6,1,56,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1990,290.905,271.426,140.0,3.7,5.9,7.8,0,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1992,104.64,187.306,96.0,9.93,5.5,6.1,1,26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2006,147.02,178.078,131.0,1.58,8.1,0.9,1,84,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1997,211.624,226.526,143.0,9.6,8.1,6.0,1,25,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2017,117.122,33.651,179.0,9.78,3.5,9.4,0,86,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2002,149.10649999999998,495.292,85.0,4.09,4.6,2.5,1,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2014,285.489,437.9,134.0,4.66,9.1,5.4,0,33,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2017,260.035,300.902,172.0,8.99,7.5,9.3,1,40,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1994,6.79,390.257,141.0,5.78,5.9,2.9,1,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2003,97.698,155.26999999999998,157.0,6.59,8.9,8.7,0,37,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2012,93.236,342.49,115.0,7.3,0.3,6.2,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2004,51.393,350.341,141.0,3.87,6.4,4.4,1,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2002,245.575,446.644,107.0,8.7,4.5,1.9,1,49,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,117.45,718.42,103.0,8.56,4.6,7.5,0,96,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2009,18.486,488.66,102.0,3.2,8.9,3.0,1,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2000,39.454,420.587,89.0,3.71,6.6,5.5,1,69,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1997,292.612,198.203,171.0,9.04,4.4,5.2,0,67,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2001,201.14,65.414,131.0,8.11,2.9,0.5,0,74,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2023,230.178,378.753,141.0,5.55,4.1,1.7,1,56,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2005,162.985,21.9,161.0,4.95,7.2,2.5,0,43,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
1994,203.651,10.31,166.0,9.97,4.2,6.2,0,78,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
