Movie_Title,Genre,Director,Release_Year,Budget,Box_Office,Runtime,IMDB_Rating,Language,Production_Company,Release_Month,Critic_Reviews,Audience_Reviews,Hit_Or_Flop,Tomatometer
Industry operation relationship skin.,Romance,Randall Howe,2017,169.592,57.677,123.0,9.64,Hindi,Lionsgate,Feb,5.6,9.5,Flop,18
Voice rich first then join.,Romance,Nicholas Bates,2003,66.819,165.838,142.0,3.36,Japanese,Paramount,Nov,3.3,6.4,Hit,63
Say affect discover.,Horror,Donna Richards,2001,200.859,49.621,172.0,1.99,Japanese,Lionsgate,Jul,7.4,8.0,Flop,50
Test bank no.,Drama,Sean Sullivan,2020,225.695,2043.0500000000002,119.0,6.69,French,Paramount,Aug,1.1,9.6,Flop,100
Strategy feel level.,Thriller,Emily Lewis DDS,2004,284.241,376.954,136.0,9.41,Hindi,Lionsgate,Aug,1.7,8.5,Hit,38
Never movie.,Action,Elizabeth Davis,2022,68.566,240.394,177.0,7.33,Mandarin,Warner Bros,Jan,8.1,7.6,Hit,62
Answer serious thousand.,Action,Carmen Jackson,2005,114.359,38.207,117.0,3.87,Hindi,Warner Bros,Oct,1.5,3.9,Flop,68
Now lose join.,Comedy,Stephanie Alvarez,2017,90.799,286.35,147.0,2.24,Mandarin,New Line Cinema,Mar,0.0,7.9,Flop,80
Memory couple between.,Action,Heidi Ritter,2022,52.466,44.843,130.0,4.62,Mandarin,Fox,Feb,1.4,5.1,Flop,99
Bill serve.,Action,Tasha Reyes,2024,65.262,72.94,155.0,7.39,Mandarin,Universal Pictures,Mar,4.0,3.5,Hit,47
Dream president story certain responsibility.,Sci-Fi,William Price,2007,99.794,170.583,133.0,8.76,Mandarin,Universal Pictures,Nov,3.5,7.7,Hit,7
Power adult top.,Thriller,Ruben Lynch,2003,57.973,457.643,145.0,6.26,Mandarin,New Line Cinema,Jul,7.2,8.4,Hit,82
Loss hard speech mother.,Drama,John Barnett,2020,91.771,352.7,162.0,4.06,English,Warner Bros,Mar,6.5,5.1,Hit,4
Production both central nor.,Sci-Fi,Jennifer Smith,2012,35.944,79.109,151.0,2.02,French,Paramount,Oct,8.8,3.4,Hit,62
Than hand huge site.,Comedy,Jimmy Morton,1995,84.055,203.001,82.0,1.11,Mandarin,Lionsgate,Aug,2.5,5.1,Hit,54
Side serious five.,Drama,Tammy Gonzalez,2019,62.636,186.931,177.0,2.29,Spanish,Lionsgate,Oct,0.9,7.6,Hit,19
Occur because with matter.,Action,Dana Bryant,1990,51.85,484.645,170.0,2.46,French,New Line Cinema,Aug,6.1,2.1,Hit,100
Feel none ok.,Comedy,Michelle Wagner,2000,180.933,13.546,91.0,9.78,Mandarin,Disney,Aug,4.3,1.6,Flop,20
Share sister.,Action,Mrs. Katie Boone DDS,2000,174.823,785.34,115.0,5.95,French,Universal Pictures,Jul,5.1,5.2,Flop,23
Yes else.,Drama,Donna Richards,1993,79.003,107.641,107.0,8.11,English,Fox,Apr,6.9,6.4,Hit,33
But American pattern ten.,Horror,Yvonne Reynolds,1994,154.833,66.589,159.0,8.43,French,New Line Cinema,Jul,7.4,5.0,Flop,81
Believe red nation country.,Sci-Fi,Jimmy Morton,2004,123.296,241.33,172.0,3.62,German,New Line Cinema,Apr,6.9,2.3,Hit,34
Lot deal happy none.,Thriller,Dana Bryant,1998,67.416,70.56,97.0,2.84,Spanish,Sony Pictures,May,1.9,7.5,Flop,73
Hard medical traditional.,Horror,Elizabeth Davis,2014,269.086,382.463,161.0,3.03,Spanish,Paramount,Feb,4.8,7.7,Hit,1
Ok any risk.,Sci-Fi,Kayla Mcconnell,2007,138.854,4078.04,,2.93,English,Paramount,Jan,1.0,8.3,Hit,33
Feel meeting friend usually.,Drama,Caleb Barnes,2022,89.076,391.249,144.0,9.25,French,Sony Pictures,Sep,6.4,6.1,Hit,74
Always sort federal.,Sci-Fi,Kathleen Adkins,1999,98.082,181.545,151.0,1.75,Japanese,Lionsgate,Nov,6.5,8.3,Hit,22
Network if body interesting.,Thriller,Paul Watson,2013,218.055,379.891,157.0,4.96,Hindi,Disney,May,5.2,6.4,Hit,6
This TV war old.,Thriller,Donna Richards,2012,272.93,154.386,156.0,1.95,Japanese,Fox,Feb,5.7,5.9,Flop,48
Student policy sell my.,Thriller,Jimmy Sosa,2002,274.753,216.744,174.0,4.65,Hindi,Warner Bros,Mar,7.1,0.8,Flop,73
But admit fact structure.,Thriller,Paul Watson,1993,36.354,11.33,114.0,4.22,French,Disney,Aug,3.4,5.8,Flop,50
Direction painting child usually.,Comedy,Nancy Shah,2023,152.228,308.804,133.0,4.74,French,Fox,May,2.4,3.2,Hit,37
Everyone kitchen production natural into.,Action,Dr. Brianna Wilson DDS,2004,122.84,329.303,160.0,7.41,English,Fox,Aug,3.6,8.7,Hit,2
Alone threat sometimes have instead.,Sci-Fi,Randall Wilson,2022,16.197,105.359,94.0,3.57,Japanese,Warner Bros,Apr,1.0,8.6,Hit,33
Movie us main yourself.,Sci-Fi,Jimmy Morton,1994,,301.614,141.0,8.46,English,Disney,Feb,3.4,2.3,Hit,17
Have Mr kitchen explain far.,Romance,Maria Gilbert,2011,266.123,30.412,167.0,6.26,French,Sony Pictures,Feb,7.3,5.2,Flop,69
Edge employee.,Sci-Fi,Randall Howe,1998,5.542,245.44,,7.32,French,Universal Pictures,Nov,2.0,0.5,Hit,33
Receive idea do.,Action,Joseph Moore,1999,,4342.63,164.0,7.95,German,Universal Pictures,Feb,3.8,8.9,Hit,46
Herself ground opportunity.,Action,Emily Lewis DDS,1990,43.972,31.663,138.0,8.82,German,Sony Pictures,Dec,0.0,9.6,Flop,74
Bring pick continue.,Horror,Paul Watson,2016,63.585,16.285,177.0,5.5,Spanish,Paramount,Apr,7.5,4.5,Flop,21
Huge glass money board.,Comedy,Joanne Harris,2019,49.787,400.808,84.0,1.38,English,Disney,Jan,9.6,6.9,Hit,23
Thought last human.,Horror,Caleb Barnes,2015,,153.855,160.0,1.35,Hindi,Warner Bros,Nov,5.3,4.5,Hit,68
Situation each challenge move hear.,Romance,Jimmy Morton,2013,165.459,158.388,154.0,1.97,English,Warner Bros,Feb,9.6,4.2,Flop,83
Ok large tree page.,Drama,Joseph Moore,2004,,498.104,142.0,9.18,French,Universal Pictures,Sep,3.3,5.2,Hit,43
Forward huge lay.,Horror,Kevin Sims,2014,265.843,11.208,123.0,5.87,Hindi,Fox,Apr,0.1,5.0,Flop,31
Third war still local buy.,Sci-Fi,Stephanie Alvarez,1996,269.673,62.225,99.0,6.48,French,Sony Pictures,Nov,8.9,2.0,Flop,60
Such part time term not.,Drama,Kimberly Jimenez,2012,34.835,460.567,122.0,9.56,Hindi,Warner Bros,Apr,5.2,9.8,Hit,99
Table few gas.,Drama,Nancy Shah,1997,199.745,320.491,103.0,8.89,French,Lionsgate,May,9.0,2.9,Hit,81
She tell part suddenly.,Sci-Fi,John Barnett,2021,,69.109,119.0,5.39,English,New Line Cinema,Feb,7.2,1.0,Hit,45
Camera available customer everybody yard.,Drama,Debbie Howe,1999,196.479,230.37,170.0,5.61,French,Paramount,Feb,6.4,1.9,Hit,4
Address nature fact follow.,Sci-Fi,William Price,2002,46.753,242.921,,2.87,German,Fox,Jan,4.8,5.4,Hit,40
Teach step participant can sometimes.,Comedy,William Price,2000,282.563,444.892,107.0,7.32,Japanese,Paramount,Jun,5.0,1.0,Hit,24
Chair last site baby.,Horror,Alicia Lawrence,1992,203.784,401.306,162.0,5.99,German,New Line Cinema,Aug,3.2,7.3,Hit,95
Consumer trouble.,Action,Jimmy Morton,2002,51.287,4054.4,151.0,5.13,English,Warner Bros,Jul,3.1,0.7,Hit,69
Particular authority then today.,Comedy,Marcus Chen,1997,39.049,316.797,150.0,3.95,German,Paramount,Jan,8.6,0.4,Hit,73
Large she not game something.,Comedy,Stephanie Alvarez,1994,68.895,80.827,,4.79,French,Warner Bros,Dec,8.9,5.7,Hit,32
Manage lot his reflect peace.,Romance,Christine Gonzalez,2011,146.012,108.934,128.0,6.71,English,New Line Cinema,Oct,3.1,9.7,Flop,27
Up television.,Horror,Kimberly Jimenez,2020,196.668,414.628,,3.56,English,Lionsgate,Jul,1.0,,Hit,58
Skin human accept.,Action,Debbie Howe,2024,66.378,141.334,80.0,6.18,French,Warner Bros,Aug,8.5,2.9,Hit,89
Evening choose imagine once house.,Action,Dana Bryant,2002,116.091,3166.1000000000004,138.0,9.84,Japanese,Sony Pictures,Nov,0.6,1.3,Hit,77
Maybe wear score brother.,Action,Tasha Reyes,2003,282.792,291.387,150.0,9.36,Japanese,Paramount,Aug,0.4,6.9,Hit,53
Strong ten back.,Romance,Carmen Jackson,1997,253.822,53.569,177.0,9.32,Mandarin,Disney,Oct,8.8,2.8,Flop,61
According yard face.,Comedy,Andrew Krause,2003,18.274,130.596,122.0,9.22,Spanish,Paramount,Dec,4.6,7.4,Hit,88
Theory history fire long.,Horror,Elizabeth Davis,1994,70.315,155.456,167.0,4.4,French,Universal Pictures,Nov,2.3,4.8,Hit,29
Owner several Democrat federal.,Drama,Tammy Gonzalez,2016,137.264,60.605,111.0,6.28,Spanish,Universal Pictures,May,3.4,9.1,Flop,67
Find consumer.,Sci-Fi,Nicholas Bates,2005,217.557,79.415,121.0,6.35,Japanese,Disney,Apr,1.2,7.7,Flop,41
To tell third.,Action,Emily Lewis DDS,2014,161.45,313.444,178.0,9.1,French,Fox,Jun,10.0,6.0,Hit,65
Item able.,Sci-Fi,Maria Gilbert,2009,33.256,288.604,108.0,3.23,Hindi,New Line Cinema,Mar,2.6,6.8,Hit,66
Quickly fish hotel.,Romance,Paul Watson,2020,81.933,4.945,134.0,3.03,Japanese,Fox,Mar,2.4,5.9,Flop,4
Base indeed.,Romance,Melissa Smith,2002,41.973,50.424,172.0,4.96,Hindi,Warner Bros,Nov,6.9,2.1,Hit,100
Office power check policy example.,Horror,Tammy Gonzalez,2003,117.033,1787.06,108.0,1.78,Hindi,Universal Pictures,Jan,9.3,4.0,Hit,22
Remember others consider side.,Thriller,Paul Watson,2012,270.65,13.691,85.0,8.78,French,Sony Pictures,Jul,9.1,5.5,Flop,75
Station include.,Romance,Nicholas Bates,2006,140.286,46.09,,6.05,English,Lionsgate,Jun,0.4,0.4,Flop,18
Decide than.,Sci-Fi,Donna Richards,2009,15.936,28.011,145.0,9.93,Mandarin,Disney,Mar,7.7,1.4,Hit,71
Perhaps see speak civil field.,Thriller,Joanne Harris,2017,81.234,82.054,85.0,7.76,Japanese,Disney,Apr,4.6,8.8,Hit,26
Note radio first factor most.,Thriller,Michael Miller,2023,144.264,4327.03,152.0,3.0,Japanese,Warner Bros,Nov,2.2,7.1,Hit,65
Now include recently test force.,Sci-Fi,Hayden Tyler,1995,56.15,181.453,149.0,1.74,French,New Line Cinema,Oct,1.3,9.9,Hit,48
Scene about.,Sci-Fi,Paul Watson,1992,67.673,290.99,86.0,6.79,French,New Line Cinema,Oct,5.9,,Hit,5
Piece plan very control.,Action,Dr. Brianna Wilson DDS,2020,228.298,345.305,94.0,2.86,Hindi,Fox,Jun,8.9,3.2,Hit,13
Indicate argue ask.,Action,Tammy Gonzalez,2016,,490.906,177.0,2.89,Japanese,Paramount,Mar,1.8,8.2,Hit,85
Different main such respond.,Sci-Fi,Kimberly Jimenez,2008,42.216,407.496,127.0,7.92,Spanish,Universal Pictures,Oct,6.6,4.6,Hit,66
Certainly another.,Comedy,Paul Watson,2019,83.518,306.63,94.0,6.2,Mandarin,New Line Cinema,Oct,7.2,6.4,Hit,9
Claim cover others dream.,Thriller,Melissa Smith,1995,117.745,316.848,,8.24,Japanese,Universal Pictures,Dec,5.1,3.2,Hit,52
Mind away suggest sea.,Drama,Joseph Swanson,1995,247.668,232.413,171.0,8.48,Hindi,Paramount,Mar,7.1,9.5,Flop,33
Huge prevent husband.,Comedy,Joseph Swanson,2018,78.914,447.274,130.0,9.02,Spanish,Fox,Nov,7.8,4.0,Hit,78
Your since.,Comedy,William Price,2009,146.444,312.394,118.0,1.2,French,Sony Pictures,Jul,6.1,9.0,Hit,99
Student sort win possible.,Drama,Nicholas Bates,1992,91.93,35.598,102.0,2.23,Spanish,Paramount,Aug,2.1,4.7,Flop,91
Term travel stay.,Horror,Maria Gilbert,2022,60.995,346.265,171.0,2.53,German,New Line Cinema,Jul,6.5,7.0,Hit,11
Letter drop deep PM what.,Horror,Stephanie Alvarez,2002,,214.688,159.0,1.12,French,Universal Pictures,Dec,0.7,9.3,Hit,12
Always man.,Thriller,Hayden Tyler,2015,174.764,30.005,102.0,3.61,Japanese,Warner Bros,Feb,4.6,9.4,Flop,33
Too before.,Action,Elizabeth Davis,2023,182.114,194.578,81.0,4.73,Hindi,Universal Pictures,Aug,8.8,1.6,Hit,86
They else light three media.,Action,Dana Bryant,2018,61.285,351.127,173.0,8.06,French,Paramount,Apr,4.2,3.0,Hit,1
Bill sure can choose.,Action,Randall Wilson,2000,217.225,427.655,140.0,9.69,Mandarin,Universal Pictures,Jan,6.8,7.8,Hit,66
Radio drive everybody.,Thriller,Kayla Mcconnell,1996,9.646,8.077,86.0,4.66,Spanish,New Line Cinema,Jan,3.1,9.2,Flop,56
Available part ahead claim.,Thriller,Heidi Ritter,2009,5.016,88.236,130.0,6.36,German,New Line Cinema,May,10.0,0.1,Hit,39
Guy win bit.,Horror,Hayden Tyler,1994,146.523,4499.700000000001,176.0,5.86,French,Sony Pictures,Feb,9.4,,Hit,81
Decade close source think.,Sci-Fi,Andrew Krause,2023,,1432.3,152.0,3.67,Japanese,Fox,Dec,4.5,4.3,Flop,60
Hard charge begin fire.,Drama,John Barnett,1992,171.768,410.158,139.0,1.8,French,Sony Pictures,Dec,5.0,1.2,Hit,64
Pattern certainly defense bring scene.,Horror,Michelle Wagner,1990,260.672,1225.5500000000002,143.0,4.88,English,Universal Pictures,May,2.2,7.2,Flop,87
Area table but.,Sci-Fi,Kayla Mcconnell,2010,,11.724,119.0,2.35,French,Lionsgate,Feb,4.7,6.5,Flop,0
President enjoy character cold along.,Comedy,Elizabeth Mann,2008,48.47,3687.7,93.0,9.2,Spanish,Universal Pictures,May,6.2,0.8,Hit,67
Upon or future.,Comedy,Marcus Chen,2010,21.225,2207.44,88.0,4.2,Mandarin,Sony Pictures,Nov,0.2,7.3,Hit,96
Chair nation listen.,Thriller,Danielle Potter,2022,,31.722,170.0,1.22,Spanish,New Line Cinema,Nov,0.5,7.7,Flop,21
Final agent or hear.,Comedy,Marcus Chen,2018,245.415,346.844,94.0,7.7,French,Universal Pictures,Aug,9.8,2.5,Hit,78
Part theory but.,Action,Randy Lewis,1996,72.069,114.037,169.0,2.53,Spanish,Lionsgate,Dec,1.6,7.2,Hit,16
Create information mission condition.,Thriller,Heidi Ritter,2023,102.557,77.683,88.0,2.3,English,New Line Cinema,Mar,5.7,5.1,Flop,47
Research trip.,Horror,Alicia Lawrence,2023,280.767,109.027,97.0,7.77,German,Lionsgate,Oct,9.9,0.2,Flop,61
Also week.,Comedy,Joanne Harris,2018,98.668,486.467,165.0,6.93,German,Disney,Aug,8.1,2.5,Hit,84
Quite finish vote.,Horror,Jennifer Smith,2006,202.96,2254.74,,9.02,Spanish,Universal Pictures,Jul,1.3,9.4,Hit,94
Wife set.,Horror,Kimberly Jimenez,2000,38.019,1536.59,167.0,3.0,Spanish,Sony Pictures,Sep,0.2,1.3,Hit,84
Ball never development.,Romance,Melissa Smith,1990,137.787,463.379,95.0,2.66,English,New Line Cinema,Aug,1.5,3.3,Hit,18
Pay plan.,Romance,Joanne Harris,2015,34.69,2513.59,127.0,3.39,Mandarin,Warner Bros,Jan,6.9,2.5,Hit,99
Letter week research scene.,Thriller,Tasha Reyes,1993,294.973,216.291,,9.89,English,Disney,Dec,5.8,8.6,Flop,2
Certainly step at foot.,Sci-Fi,Dustin Mosley,1990,270.988,119.252,152.0,1.19,French,Sony Pictures,May,8.0,8.1,Flop,52
Purpose why last out.,Action,Kimberly Jimenez,2021,,316.242,136.0,7.12,English,Fox,Apr,3.1,4.3,Hit,73
Majority policy.,Action,Nancy Shah,2011,128.551,121.4,144.0,7.62,German,Warner Bros,May,5.6,7.5,Flop,40
Others any physical whom.,Drama,Randy Lewis,2004,196.702,490.403,88.0,5.42,Hindi,Fox,Aug,8.3,3.5,Hit,63
Four individual become series.,Romance,Dr. Brianna Wilson DDS,2023,90.105,309.623,109.0,2.41,Hindi,Disney,Jun,0.0,7.6,Hit,86
Religious rock never.,Romance,Randall Howe,2015,297.261,4918.78,80.0,8.08,Japanese,New Line Cinema,Jan,1.8,4.4,Hit,63
Parent red some force.,Drama,Hayden Tyler,2001,175.082,461.862,100.0,6.97,French,Universal Pictures,Mar,4.9,6.9,Hit,83
Cultural training west local key.,Romance,Michelle Wagner,1997,176.52,410.469,151.0,9.06,French,Lionsgate,Aug,6.0,2.6,Hit,76
Dog suffer you very.,Thriller,George Williams,2018,122.27,3806.64,105.0,9.03,English,Warner Bros,Dec,7.7,3.9,Hit,39
Figure away above difference.,Sci-Fi,Joanne Harris,2003,287.9,414.443,178.0,2.22,French,Sony Pictures,Aug,4.0,2.6,Hit,95
Congress citizen.,Horror,Carmen Jackson,1992,56.542,128.521,143.0,1.93,Spanish,Universal Pictures,Oct,2.5,9.3,Hit,84
Opportunity free small win guess.,Action,Mrs. Katie Boone DDS,2002,133.207,36.902,141.0,1.07,German,Paramount,May,2.4,4.0,Flop,42
Arrive different turn think.,Sci-Fi,Dr. Brianna Wilson DDS,2004,169.649,20.838,111.0,8.26,Hindi,Paramount,Nov,0.8,1.3,Flop,89
Provide federal day wish.,Sci-Fi,Carmen Jackson,1999,195.446,4148.78,166.0,1.6,Japanese,Lionsgate,May,1.3,,Hit,33
Serious other hard.,Comedy,Tammy Gonzalez,1994,264.082,2568.16,109.0,8.91,Mandarin,Paramount,Jan,7.4,8.0,Flop,98
Believe drug whose.,Action,Paul Watson,2005,85.002,38.428,159.0,7.06,Spanish,New Line Cinema,Oct,3.9,9.3,Flop,74
Out consumer wind dog.,Comedy,Emily Lewis DDS,2012,118.277,35.298,144.0,9.91,Japanese,Disney,Oct,1.5,4.9,Flop,37
Ahead start two receive.,Horror,Jennifer Smith,2011,94.457,497.159,127.0,1.02,Spanish,Fox,Nov,8.5,,Hit,21
Story choice commercial bill.,Thriller,Randall Wilson,2010,177.78,8.05,138.0,7.8,Japanese,New Line Cinema,Dec,0.3,4.4,Flop,9
Congress same one local.,Romance,Paul Watson,2018,,216.53,136.0,8.4,Hindi,New Line Cinema,Mar,4.8,5.0,Flop,38
Size force task.,Horror,Sean Sullivan,2015,263.843,4292.82,151.0,8.05,Japanese,Fox,Dec,8.8,3.9,Hit,39
Lose production what some garden.,Drama,Dustin Mosley,2024,155.709,464.192,95.0,3.83,Hindi,Universal Pictures,Jun,1.3,3.6,Hit,91
Cover ask people box war.,Thriller,Mrs. Katie Boone DDS,2012,245.983,37.569,81.0,4.41,German,Warner Bros,May,7.8,5.3,Flop,7
Heart so because debate you.,Thriller,Tammy Gonzalez,1999,163.523,171.243,84.0,8.03,German,Fox,Jan,4.0,4.8,Hit,8
System produce choose lay.,Action,Elizabeth Mann,1997,7.623,266.437,144.0,5.34,Hindi,New Line Cinema,May,6.4,8.7,Hit,4
Thank view minute.,Thriller,Sean Sullivan,2003,196.826,1454.03,106.0,1.44,English,New Line Cinema,Mar,8.6,5.5,Flop,91
They behavior environmental.,Sci-Fi,Emily Lewis DDS,1993,225.854,482.064,136.0,2.25,German,Sony Pictures,Sep,5.2,1.0,Hit,25
Since campaign.,Thriller,Ruben Lynch,2024,8.229,31.274,121.0,4.59,Mandarin,Fox,Nov,3.0,0.7,Hit,69
Whatever throughout.,Comedy,Mr. Brian Tucker,2009,39.245,361.03000000000003,109.0,5.09,Mandarin,Universal Pictures,Aug,9.8,4.3,Flop,11
Eight care adult.,Thriller,Mr. Brian Tucker,1994,46.465,2314.4,,3.39,German,Lionsgate,Jul,2.8,7.0,Hit,22
Case difference.,Comedy,Randall Howe,1993,149.195,295.886,86.0,7.44,Hindi,New Line Cinema,Mar,2.1,3.3,Hit,22
Hotel beyond.,Thriller,Mrs. Katie Boone DDS,2023,195.253,37.598,117.0,7.17,Mandarin,Sony Pictures,Nov,1.7,7.6,Flop,70
Someone off sell size there.,Thriller,Alicia Lawrence,2017,8.492,1862.4299999999998,162.0,8.36,German,Fox,Oct,8.5,5.3,Hit,78
Away others go movie.,Thriller,Debbie Howe,2015,117.644,38.95,176.0,8.47,Spanish,Fox,Dec,3.4,4.9,Flop,66
Item every however.,Action,Tammy Gonzalez,2011,144.651,126.166,140.0,5.12,Mandarin,New Line Cinema,Oct,1.9,2.7,Flop,5
Court idea rate.,Drama,Elizabeth Mann,2007,155.917,405.588,,8.51,French,Fox,Apr,3.8,0.8,Hit,79
Fish spend.,Thriller,Jimmy Sosa,2021,207.506,4718.97,168.0,5.26,English,Fox,Oct,1.3,7.9,Hit,15
Tonight protect good offer process.,Horror,Melissa Smith,2011,275.936,69.542,146.0,3.87,Mandarin,New Line Cinema,Sep,3.5,5.8,Flop,55
Party political into.,Romance,Paul Watson,1997,124.876,743.4399999999999,179.0,2.2,Mandarin,Universal Pictures,Nov,9.1,7.2,Flop,14
Authority account management.,Romance,Joseph Moore,1995,104.968,9.531,175.0,2.88,Japanese,New Line Cinema,Jun,4.9,4.2,Flop,38
Yourself rate process fact.,Drama,Mr. Brian Tucker,1990,,888.07,99.0,8.72,Japanese,Fox,Apr,5.1,4.9,Hit,43
Take until myself.,Romance,Jimmy Sosa,2019,151.6,420.451,134.0,4.79,Mandarin,Paramount,Apr,8.5,5.8,Hit,17
Career often certain pressure.,Thriller,Maria Gilbert,2003,298.995,342.973,99.0,2.83,Japanese,Sony Pictures,Feb,7.1,7.1,Hit,69
Want some those.,Comedy,Tasha Reyes,2017,109.324,353.751,116.0,2.4,English,Fox,Jun,9.2,9.4,Hit,58
Hold involve.,Romance,William Price,1994,20.447,118.305,,6.68,German,Warner Bros,Feb,1.3,4.3,Hit,37
Modern hot nation yeah show.,Comedy,Alicia Lawrence,1995,37.418,229.479,135.0,7.82,Spanish,New Line Cinema,Jun,0.2,4.0,Hit,72
One road.,Action,Dana Bryant,2000,8.375,3404.1699999999996,157.0,7.15,Spanish,Fox,Jan,2.7,8.2,Hit,33
Easy surface.,Thriller,Jimmy Sosa,2023,61.522,309.833,81.0,2.38,German,Lionsgate,Apr,2.3,3.8,Hit,76
Control war.,Action,Nicholas Bates,2007,32.232,407.953,151.0,3.31,German,Universal Pictures,May,5.4,2.3,Hit,5
Effort others.,Comedy,Randall Howe,2000,,484.165,82.0,2.66,French,New Line Cinema,Jun,4.7,4.2,Hit,80
Exist crime but leader.,Drama,Kevin Sims,2002,220.46,187.886,102.0,9.58,Spanish,Universal Pictures,Dec,3.3,9.6,Flop,64
Perhaps state not study deep.,Action,William Price,2010,289.709,371.16,174.0,3.46,Spanish,Warner Bros,Feb,0.8,5.6,Hit,24
Republican enter food democratic.,Horror,Joanne Harris,1995,223.43,358.075,88.0,2.24,English,Paramount,Aug,8.8,6.1,Hit,44
Teacher meeting after.,Horror,Michael Miller,2017,121.308,74.275,94.0,7.55,English,New Line Cinema,Dec,5.9,4.6,Flop,34
Force talk window road bad.,Romance,Tasha Reyes,1998,171.434,20.294,180.0,3.35,English,Disney,Nov,5.5,7.8,Flop,8
Education pick indeed.,Romance,Joseph Swanson,2017,54.679,425.46,114.0,3.51,Mandarin,New Line Cinema,Dec,5.4,8.5,Hit,30
Street card.,Sci-Fi,Kathleen Adkins,2023,253.92,129.471,144.0,7.5,Hindi,Lionsgate,Oct,9.9,3.2,Flop,8
This cut pretty later.,Sci-Fi,Tasha Reyes,2019,196.033,353.934,,1.56,Hindi,Lionsgate,May,3.9,5.0,Hit,92
Best she almost.,Sci-Fi,Ruben Lynch,2011,49.495,186.938,111.0,3.86,French,Sony Pictures,Apr,7.4,0.5,Hit,18
Region white despite.,Thriller,Dr. Brianna Wilson DDS,2007,282.781,2034.25,175.0,6.4,Hindi,Universal Pictures,Feb,1.9,9.0,Flop,82
Eight morning final wife.,Comedy,Caleb Barnes,2023,228.098,371.51000000000005,103.0,4.91,Mandarin,Disney,Dec,6.5,4.7,Flop,90
However suffer subject government remember.,Horror,Kimberly Jimenez,2001,,164.20000000000002,125.0,5.13,French,Warner Bros,Nov,0.9,3.5,Flop,50
Moment impact.,Drama,John Barnett,2013,299.235,4294.150000000001,101.0,8.47,English,Fox,Feb,6.4,0.0,Hit,68
Camera already senior.,Drama,Nancy Shah,2009,246.36,302.025,,2.68,German,New Line Cinema,Apr,4.9,9.7,Hit,38
Wonder imagine senior.,Romance,Mr. Brian Tucker,2004,152.232,75.599,126.0,2.68,Mandarin,Lionsgate,Apr,8.5,9.0,Flop,85
Gun able station continue.,Horror,Ashley Williams,2006,243.41,163.301,152.0,3.99,German,Sony Pictures,Jun,3.0,6.5,Flop,28
Night market.,Sci-Fi,Joseph Moore,2019,230.584,356.58,117.0,1.69,Spanish,New Line Cinema,Feb,2.7,7.4,Hit,75
Use pull enough act bring.,Sci-Fi,Kathleen Adkins,2021,245.484,22.203,147.0,8.76,German,Paramount,Feb,5.8,8.1,Flop,36
Bit improve necessary.,Comedy,Ruben Lynch,2016,139.64,155.565,,4.11,Mandarin,New Line Cinema,Oct,5.0,3.1,Hit,18
Box nor.,Thriller,Sean Sullivan,2014,230.942,56.136,116.0,8.96,French,Universal Pictures,Jun,9.2,3.5,Flop,8
Teacher support meet training weight.,Sci-Fi,Carol Diaz,2011,184.269,2833.73,167.0,2.05,English,Sony Pictures,Sep,3.3,7.6,Hit,0
Study beautiful end American.,Thriller,Mrs. Katie Boone DDS,2005,209.045,12.419,151.0,4.54,French,Fox,Feb,9.4,0.5,Flop,3
Foreign above current school.,Romance,Dustin Mosley,2002,,364.15999999999997,90.0,8.32,English,Paramount,Nov,3.0,4.7,Hit,56
Customer spring.,Drama,George Williams,1995,177.969,435.288,92.0,7.92,Japanese,Paramount,May,3.1,5.4,Hit,97
Yourself stop yes win.,Action,Jimmy Sosa,2019,64.736,2810.29,90.0,2.32,German,Lionsgate,Aug,2.2,2.0,Hit,98
More already range.,Sci-Fi,Christine Gonzalez,2012,,100.143,88.0,7.04,Japanese,Sony Pictures,Dec,8.1,2.9,Flop,99
Assume where area.,Horror,Michelle Wagner,1993,186.622,340.353,84.0,1.61,German,Warner Bros,Sep,4.0,8.3,Hit,23
Kid opportunity.,Romance,Tasha Reyes,2004,60.504,224.811,167.0,7.72,Japanese,Universal Pictures,Jun,3.6,5.8,Hit,46
Himself laugh fish at mission.,Horror,Randy Lewis,2014,230.068,75.063,131.0,2.41,German,Lionsgate,Mar,10.0,6.0,Flop,73
Too perhaps stage.,Comedy,Ruben Lynch,1992,170.336,423.111,97.0,8.62,Japanese,Paramount,Jan,6.0,7.7,Hit,69
Order finally light.,Action,Jimmy Sosa,1997,206.216,243.135,101.0,8.08,French,Paramount,Aug,6.6,9.9,Hit,51
Walk mission true alone.,Action,Jennifer Smith,2017,11.643,3325.28,115.0,6.17,French,New Line Cinema,Dec,7.0,4.5,Hit,44
Consider hand.,Romance,Hayden Tyler,1997,296.972,332.651,157.0,2.81,Japanese,Universal Pictures,Nov,6.3,3.2,Hit,28
But last sister clearly.,Comedy,Paul Watson,2019,8.081,21.212,120.0,7.18,Spanish,Lionsgate,Oct,4.8,6.7,Hit,10
Especially image high energy.,Thriller,Danielle Potter,1995,201.016,180.544,180.0,1.21,Mandarin,Disney,Nov,9.8,,Flop,86
Want south live soldier.,Sci-Fi,Jennifer Smith,2004,89.633,460.206,141.0,2.95,Hindi,Universal Pictures,Dec,9.4,3.5,Hit,73
